age,gender,married,dependents,education,self_employed,employment_type,applicant_income,coapplicant_income,credit_score,loan_amount,loan_term_months,existing_loans_count,property_area,loan_status
58,Male,Yes,1,Graduate,Yes,Salaried,13655,0,748,116,180,0,Rural,Approved
43,Male,No,1,Not Graduate,Yes,Salaried,43504,27477,578,130,60,0,Rural,Rejected
35,Male,No,0,Graduate,No,Salaried,22786,0,722,167,180,0,Semiurban,Approved
39,Male,No,0,Graduate,No,Salaried,46811,10952,856,146,240,0,Urban,Approved
32,Female,No,0,Graduate,No,Self-Employed,48723,0,688,329,60,0,Rural,Approved
46,Male,Yes,3,Graduate,No,Salaried,32320,0,483,202,120,0,Urban,Rejected
34,Male,Yes,1,Graduate,No,Self-Employed,49801,9905,683,194,240,1,Semiurban,Approved
42,Female,No,2,Graduate,No,Salaried,64212,38174,723,161,240,0,Semiurban,Approved
35,Male,No,1,Graduate,No,Salaried,33447,0,761,176,180,0,Urban,Approved
33,Male,Yes,2,Graduate,Yes,Salaried,18609,0,813,120,240,1,Urban,Approved
58,Male,Yes,0,Not Graduate,No,Salaried,74072,8017,817,141,120,0,Urban,Approved
34,Male,Yes,0,Not Graduate,No,Salaried,54959,0,668,351,180,2,Rural,Approved
23,Male,Yes,1,Graduate,No,Self-Employed,48140,20964,621,130,240,2,Semiurban,Rejected
35,Female,Yes,0,Graduate,No,Salaried,25707,0,579,69,120,0,Rural,Approved
41,Female,No,0,Graduate,Yes,Salaried,59440,0,631,190,120,0,Rural,Approved
24,Male,No,1,Graduate,Yes,Self-Employed,100832,14404,723,208,180,3,Semiurban,Approved
32,Male,No,2,Graduate,No,Salaried,34178,24841,559,145,120,2,Rural,Rejected
27,Male,Yes,1,Graduate,No,Salaried,38072,23667,597,53,360,2,Semiurban,Approved
40,Male,Yes,0,Graduate,No,Salaried,21320,0,731,256,360,0,Urban,Rejected
49,Male,Yes,3,Graduate,Yes,Salaried,25342,12547,622,151,180,1,Rural,Approved
58,Male,Yes,0,Not Graduate,No,Salaried,21220,17390,713,115,240,0,Rural,Approved
36,Female,Yes,0,Graduate,No,Salaried,38770,0,607,243,360,0,Urban,Rejected
54,Male,Yes,3,Graduate,No,Salaried,30626,17359,706,49,240,0,Rural,Approved
29,Male,Yes,2,Graduate,No,Salaried,43757,32338,611,142,240,1,Urban,Approved
51,Male,Yes,3,Graduate,No,Self-Employed,23250,0,509,102,60,1,Rural,Rejected
42,Male,Yes,2,Graduate,No,Self-Employed,33397,0,766,283,240,1,Semiurban,Approved
50,Female,Yes,1,Graduate,No,Salaried,22544,0,617,152,120,0,Urban,Approved
50,Male,Yes,0,Graduate,No,Salaried,39886,11799,658,87,60,3,Rural,Approved
41,Female,Yes,0,Not Graduate,Yes,Self-Employed,16056,0,618,237,180,0,Semiurban,Rejected
31,Female,Yes,3,Graduate,No,Salaried,39175,0,729,39,120,3,Urban,Approved
41,Female,Yes,2,Not Graduate,No,Self-Employed,31591,10103,710,173,60,1,Rural,Approved
53,Male,Yes,0,Graduate,No,Salaried,39755,0,729,71,180,0,Rural,Approved
58,Male,No,0,Graduate,No,Salaried,15897,16476,631,107,60,1,Semiurban,Approved
57,Female,Yes,0,Graduate,No,Salaried,50380,15736,676,119,360,1,Semiurban,Approved
28,Female,No,0,Graduate,No,Self-Employed,31277,0,718,212,360,0,Urban,Approved
44,Male,Yes,2,Graduate,No,Salaried,40480,15376,819,404,240,0,Urban,Rejected
25,Female,No,0,Graduate,Yes,Salaried,14256,0,708,55,120,3,Semiurban,Approved
47,Male,No,0,Not Graduate,No,Salaried,19509,41589,590,168,180,3,Urban,Rejected
59,Male,Yes,3,Graduate,No,Self-Employed,29879,2788,704,404,60,1,Semiurban,Rejected
23,Female,No,0,Not Graduate,No,Salaried,72240,16699,665,101,180,0,Rural,Approved
46,Male,Yes,0,Graduate,No,Self-Employed,47270,18593,500,98,120,0,Rural,Rejected
57,Male,No,0,Graduate,No,Salaried,38752,0,514,151,180,0,Semiurban,Rejected
54,Female,Yes,0,Graduate,No,Salaried,22876,0,674,203,120,1,Semiurban,Approved
36,Female,Yes,0,Graduate,No,Salaried,20887,0,682,187,360,0,Rural,Approved
25,Female,No,0,Graduate,Yes,Business,41703,22022,653,112,120,0,Rural,Approved
57,Male,No,0,Not Graduate,No,Salaried,51552,0,760,90,180,2,Urban,Rejected
56,Female,Yes,0,Not Graduate,No,Salaried,40315,6799,596,259,120,3,Semiurban,Rejected
43,Male,No,0,Graduate,No,Self-Employed,85372,15870,555,91,180,0,Urban,Rejected
59,Male,Yes,0,Graduate,No,Salaried,25817,8814,606,52,360,0,Urban,Approved
21,Male,Yes,3,Graduate,No,Salaried,39723,10539,625,65,120,1,Urban,Rejected
45,Female,No,0,Graduate,No,Salaried,15575,32758,675,101,120,0,Semiurban,Rejected
22,Female,Yes,0,Graduate,No,Self-Employed,40357,0,608,283,60,0,Rural,Rejected
57,Female,Yes,2,Graduate,Yes,Salaried,75712,32391,487,74,180,0,Rural,Rejected
47,Male,No,0,Not Graduate,No,Self-Employed,21574,28982,449,287,180,0,Semiurban,Rejected
56,Male,Yes,0,Graduate,No,Self-Employed,55330,16915,691,258,240,1,Semiurban,Rejected
42,Male,Yes,2,Graduate,No,Salaried,74647,0,578,150,240,0,Urban,Rejected
24,Male,Yes,1,Graduate,No,Salaried,25723,0,500,38,120,1,Urban,Rejected
22,Male,No,0,Not Graduate,No,Self-Employed,45866,52496,736,74,360,0,Urban,Approved
34,Male,Yes,1,Graduate,No,Business,80003,0,819,98,240,1,Rural,Approved
49,Female,Yes,1,Graduate,No,Self-Employed,40751,0,671,319,180,1,Urban,Rejected
26,Female,No,0,Graduate,Yes,Salaried,53818,7642,704,101,120,2,Rural,Approved
54,Female,Yes,0,Not Graduate,No,Self-Employed,14958,24514,705,91,240,0,Urban,Approved
30,Male,Yes,0,Graduate,No,Self-Employed,48951,0,472,148,180,1,Semiurban,Rejected
40,Male,No,2,Graduate,No,Business,47034,7878,760,66,180,2,Rural,Rejected
28,Male,No,0,Graduate,No,Salaried,18712,7558,792,133,60,0,Rural,Approved
39,Male,Yes,0,Graduate,No,Self-Employed,22423,0,845,90,180,0,Urban,Approved
38,Male,No,0,Graduate,No,Self-Employed,49119,20185,641,515,180,0,Rural,Rejected
21,Male,No,3,Graduate,No,Business,31215,0,578,85,120,3,Urban,Rejected
43,Male,Yes,0,Not Graduate,Yes,Self-Employed,63321,0,802,352,360,0,Rural,Approved
51,Male,No,0,Graduate,No,Business,42420,0,725,76,120,0,Urban,Rejected
57,Male,No,0,Graduate,No,Salaried,37355,0,759,153,120,3,Semiurban,Approved
33,Male,Yes,1,Graduate,Yes,Salaried,33349,0,622,172,180,0,Semiurban,Rejected
55,Male,Yes,0,Graduate,No,Salaried,42038,17787,704,144,240,0,Rural,Approved
55,Male,No,2,Graduate,Yes,Self-Employed,54256,0,585,140,60,1,Rural,Rejected
59,Male,No,0,Graduate,No,Salaried,47426,8677,680,207,240,0,Urban,Approved
35,Male,Yes,0,Graduate,No,Self-Employed,29393,3758,649,165,180,0,Rural,Approved
54,Male,No,0,Not Graduate,No,Business,67489,0,891,123,120,0,Urban,Approved
43,Male,No,0,Not Graduate,No,Business,50456,0,729,96,120,1,Urban,Approved
23,Female,No,0,Graduate,No,Self-Employed,44030,0,486,124,180,1,Urban,Rejected
31,Male,No,2,Graduate,No,Self-Employed,38019,0,680,123,180,0,Urban,Approved
47,Male,Yes,0,Not Graduate,No,Salaried,46631,8752,713,122,120,1,Urban,Approved
27,Male,Yes,1,Graduate,No,Salaried,14533,0,637,140,180,2,Semiurban,Approved
37,Male,Yes,0,Graduate,No,Salaried,40972,16138,581,66,180,0,Urban,Rejected
51,Male,Yes,1,Graduate,No,Self-Employed,82462,14385,739,80,360,3,Semiurban,Approved
26,Female,Yes,0,Not Graduate,No,Salaried,40538,25560,593,204,240,3,Urban,Rejected
40,Male,No,0,Graduate,Yes,Salaried,37863,0,732,44,60,0,Semiurban,Approved
29,Male,No,0,Graduate,Yes,Self-Employed,26959,0,586,244,180,1,Urban,Approved
41,Male,Yes,3,Graduate,Yes,Salaried,46461,0,632,102,60,2,Urban,Rejected
30,Male,No,3,Graduate,No,Self-Employed,32941,0,766,309,180,1,Semiurban,Approved
58,Male,Yes,2,Graduate,No,Salaried,69888,13685,724,248,120,1,Rural,Approved
23,Male,Yes,2,Graduate,No,Self-Employed,23581,9390,683,114,360,0,Rural,Rejected
58,Male,Yes,0,Graduate,No,Salaried,28965,16796,677,120,180,2,Urban,Rejected
51,Female,Yes,0,Not Graduate,No,Self-Employed,26891,5504,688,298,240,0,Rural,Rejected
54,Female,Yes,0,Graduate,Yes,Self-Employed,90879,0,609,254,180,1,Semiurban,Rejected
54,Female,No,2,Not Graduate,No,Salaried,33028,13706,543,218,180,2,Rural,Rejected
28,Male,Yes,0,Graduate,Yes,Salaried,27611,0,731,238,120,0,Urban,Approved
57,Female,Yes,0,Graduate,No,Business,12768,15024,818,78,120,1,Urban,Approved
44,Male,Yes,1,Graduate,No,Salaried,23024,14757,734,149,240,1,Urban,Approved
58,Male,Yes,0,Graduate,No,Self-Employed,47285,0,703,91,360,2,Rural,Approved
55,Female,No,1,Graduate,No,Salaried,47190,0,571,77,120,0,Urban,Rejected
43,Male,No,0,Graduate,No,Self-Employed,26223,12974,759,146,180,1,Urban,Approved
35,Female,Yes,1,Not Graduate,No,Salaried,26962,0,723,109,120,0,Semiurban,Approved
25,Female,Yes,2,Graduate,No,Salaried,92036,0,748,124,180,0,Rural,Approved
24,Male,Yes,1,Not Graduate,No,Salaried,139831,17954,773,105,360,0,Semiurban,Approved
36,Male,No,0,Graduate,No,Salaried,64530,0,823,72,120,0,Semiurban,Approved
52,Male,Yes,0,Graduate,Yes,Salaried,79193,0,580,314,120,1,Urban,Rejected
40,Female,Yes,0,Graduate,Yes,Business,88055,22376,564,145,240,0,Rural,Rejected
39,Female,Yes,0,Graduate,Yes,Self-Employed,109896,41290,693,65,120,0,Urban,Approved
30,Male,Yes,1,Graduate,No,Business,31227,16799,597,147,60,0,Urban,Rejected
43,Male,Yes,0,Graduate,No,Self-Employed,23409,0,581,287,180,2,Semiurban,Approved
45,Male,Yes,0,Graduate,No,Self-Employed,90830,0,790,217,240,0,Urban,Approved
59,Male,No,0,Graduate,Yes,Salaried,22423,11973,589,104,360,0,Semiurban,Rejected
49,Male,Yes,3,Graduate,No,Business,21714,0,679,105,360,1,Semiurban,Approved
44,Female,Yes,0,Not Graduate,Yes,Salaried,21964,0,533,83,180,2,Urban,Rejected
56,Male,Yes,0,Graduate,No,Salaried,34006,4415,686,93,240,1,Urban,Approved
37,Female,Yes,0,Graduate,No,Self-Employed,13465,0,786,97,180,0,Urban,Approved
57,Male,No,0,Graduate,No,Business,17738,0,789,64,180,0,Urban,Approved
35,Male,No,3,Graduate,No,Salaried,26604,0,774,108,120,0,Rural,Approved
25,Male,Yes,0,Not Graduate,No,Salaried,19971,0,673,159,120,1,Semiurban,Approved
37,Female,No,1,Not Graduate,No,Self-Employed,61772,16289,780,109,180,0,Urban,Approved
26,Male,No,1,Graduate,No,Self-Employed,36436,27891,719,150,360,0,Urban,Approved
25,Male,No,2,Graduate,No,Salaried,48461,20490,640,302,180,0,Rural,Rejected
55,Male,Yes,1,Not Graduate,No,Self-Employed,45879,0,714,336,360,0,Rural,Approved
51,Female,Yes,2,Graduate,No,Salaried,32749,27926,760,130,120,0,Rural,Approved
29,Male,Yes,0,Graduate,No,Salaried,59520,0,561,209,60,0,Urban,Rejected
53,Male,No,0,Graduate,No,Self-Employed,45528,0,585,124,360,0,Semiurban,Rejected
23,Female,Yes,1,Graduate,No,Salaried,30971,17981,667,105,120,0,Urban,Approved
32,Female,Yes,1,Graduate,No,Self-Employed,15647,0,570,77,180,0,Rural,Rejected
48,Male,Yes,0,Graduate,No,Salaried,47114,27874,569,140,60,1,Semiurban,Rejected
32,Male,Yes,0,Not Graduate,No,Self-Employed,19329,12847,642,231,360,1,Semiurban,Rejected
49,Male,Yes,0,Graduate,No,Salaried,43921,0,769,71,60,1,Urban,Approved
55,Male,Yes,0,Not Graduate,Yes,Business,37777,16355,768,116,360,0,Rural,Approved
23,Male,Yes,0,Graduate,No,Self-Employed,18395,23254,709,114,120,1,Urban,Approved
21,Male,No,0,Graduate,No,Salaried,41324,0,696,152,120,0,Rural,Approved
57,Male,No,0,Graduate,No,Business,39961,0,868,153,240,0,Urban,Approved
41,Male,Yes,1,Graduate,Yes,Salaried,40034,0,631,176,180,0,Rural,Approved
40,Male,No,1,Not Graduate,No,Salaried,39085,14723,702,347,120,3,Urban,Rejected
39,Male,Yes,1,Graduate,No,Business,26208,11438,627,87,180,0,Semiurban,Rejected
37,Male,No,1,Not Graduate,No,Business,48816,18957,564,85,120,0,Rural,Rejected
47,Male,No,0,Graduate,No,Self-Employed,25750,6096,787,152,120,0,Urban,Rejected
43,Female,Yes,0,Graduate,No,Business,21220,0,653,278,60,1,Urban,Approved
27,Male,Yes,1,Graduate,No,Salaried,50885,90202,743,65,180,0,Urban,Approved
45,Male,Yes,2,Graduate,No,Salaried,58001,0,658,158,120,1,Urban,Rejected
47,Male,Yes,1,Graduate,No,Salaried,49173,17928,792,121,240,0,Semiurban,Approved
25,Male,Yes,1,Graduate,No,Salaried,32742,0,590,206,240,0,Urban,Rejected
35,Male,Yes,1,Graduate,No,Self-Employed,13770,22112,785,184,120,1,Urban,Approved
51,Male,No,1,Graduate,No,Salaried,76179,9136,760,138,180,0,Urban,Approved
45,Female,Yes,1,Graduate,No,Salaried,13663,22233,518,171,180,0,Urban,Rejected
26,Male,Yes,1,Graduate,No,Salaried,48680,0,633,97,240,1,Urban,Approved
22,Male,Yes,0,Graduate,No,Salaried,104310,0,772,200,180,3,Semiurban,Approved
43,Male,Yes,0,Graduate,No,Self-Employed,39133,0,827,269,240,0,Urban,Approved
39,Male,No,0,Graduate,No,Salaried,42008,24313,744,141,120,1,Rural,Approved
58,Female,Yes,0,Graduate,Yes,Self-Employed,43900,0,644,110,180,0,Rural,Rejected
41,Male,Yes,2,Graduate,No,Self-Employed,40098,0,593,125,60,1,Semiurban,Rejected
57,Female,Yes,0,Graduate,No,Salaried,117631,0,731,199,360,1,Rural,Approved
29,Female,Yes,0,Graduate,No,Business,23823,0,642,132,180,1,Semiurban,Rejected
38,Male,Yes,2,Graduate,No,Business,22374,0,645,74,180,0,Semiurban,Rejected
26,Male,No,0,Graduate,Yes,Salaried,30830,0,660,216,180,0,Urban,Approved
43,Male,Yes,2,Graduate,No,Self-Employed,86718,0,759,82,60,1,Semiurban,Rejected
28,Female,Yes,0,Graduate,No,Salaried,27216,0,843,166,60,1,Urban,Rejected
40,Male,Yes,0,Graduate,Yes,Salaried,45033,17480,772,53,120,1,Semiurban,Approved
34,Male,No,0,Graduate,No,Self-Employed,62038,18895,681,142,240,0,Urban,Rejected
28,Female,Yes,0,Graduate,No,Self-Employed,53610,7270,599,130,180,0,Semiurban,Rejected
24,Female,Yes,0,Graduate,No,Self-Employed,60418,21874,740,50,120,1,Semiurban,Approved
40,Male,No,0,Not Graduate,No,Self-Employed,73791,8060,830,159,180,0,Urban,Approved
57,Male,No,0,Graduate,Yes,Self-Employed,42367,0,770,77,180,2,Urban,Approved
28,Female,Yes,0,Graduate,No,Salaried,28896,0,699,140,180,0,Rural,Approved
36,Male,No,2,Not Graduate,No,Salaried,39090,0,636,109,120,1,Urban,Rejected
29,Female,No,0,Not Graduate,No,Salaried,30653,0,711,64,360,0,Urban,Approved
52,Male,Yes,0,Graduate,Yes,Salaried,128127,15831,784,80,180,0,Urban,Approved
37,Male,No,0,Not Graduate,No,Self-Employed,27824,17366,701,83,180,3,Rural,Rejected
59,Female,Yes,3,Graduate,No,Salaried,46239,0,671,219,240,1,Semiurban,Approved
30,Male,Yes,2,Graduate,Yes,Salaried,17147,0,618,204,240,0,Semiurban,Rejected
24,Male,Yes,3,Graduate,No,Salaried,38809,0,900,402,180,3,Rural,Approved
43,Male,No,3,Graduate,No,Salaried,31459,0,600,104,120,0,Semiurban,Approved
46,Male,Yes,0,Graduate,Yes,Salaried,50911,18234,591,102,60,1,Rural,Rejected
59,Female,Yes,1,Graduate,Yes,Salaried,51579,0,695,144,120,0,Semiurban,Approved
54,Male,Yes,0,Graduate,Yes,Salaried,73755,0,662,112,240,2,Rural,Rejected
55,Male,Yes,2,Graduate,No,Salaried,70883,6515,772,100,240,3,Semiurban,Rejected
45,Male,No,0,Graduate,Yes,Salaried,35131,0,775,138,120,0,Urban,Approved
35,Female,No,0,Graduate,No,Business,22648,26263,571,191,60,0,Urban,Rejected
37,Male,Yes,3,Not Graduate,No,Salaried,24015,9565,612,47,180,1,Urban,Rejected
26,Female,No,2,Graduate,Yes,Salaried,42250,19018,601,101,180,0,Semiurban,Approved
37,Female,No,3,Graduate,No,Salaried,39297,0,751,67,240,0,Rural,Approved
35,Male,Yes,0,Graduate,No,Self-Employed,41314,0,719,124,240,1,Rural,Rejected
22,Female,Yes,0,Graduate,Yes,Salaried,27790,0,647,167,120,0,Rural,Approved
28,Male,Yes,0,Graduate,No,Salaried,74505,0,699,235,240,2,Semiurban,Approved
41,Male,Yes,0,Graduate,No,Business,17390,30311,579,108,180,1,Rural,Rejected
35,Male,Yes,0,Graduate,No,Business,27032,0,613,142,180,0,Semiurban,Rejected
59,Female,Yes,0,Graduate,Yes,Salaried,21193,11863,563,58,180,0,Urban,Rejected
39,Female,No,2,Graduate,No,Salaried,32713,0,693,87,240,2,Semiurban,Approved
58,Female,Yes,0,Not Graduate,No,Salaried,67730,16631,693,149,120,0,Semiurban,Approved
46,Female,No,1,Graduate,No,Salaried,31449,0,591,68,120,3,Urban,Rejected
22,Male,No,2,Graduate,No,Salaried,38206,0,718,249,120,0,Urban,Approved
28,Female,Yes,1,Not Graduate,Yes,Self-Employed,50621,10671,775,174,240,0,Urban,Approved
48,Female,Yes,0,Graduate,No,Salaried,30710,0,587,85,240,1,Urban,Rejected
42,Male,No,0,Graduate,No,Salaried,43972,0,651,64,120,0,Urban,Rejected
32,Male,No,0,Not Graduate,Yes,Salaried,41166,16874,726,94,120,0,Rural,Rejected
41,Male,Yes,1,Graduate,Yes,Salaried,20632,63051,679,86,60,1,Urban,Approved
56,Female,No,0,Not Graduate,No,Salaried,28792,0,557,73,240,0,Rural,Rejected
36,Male,Yes,0,Graduate,No,Salaried,43360,23233,640,66,180,0,Urban,Rejected
22,Female,No,3,Graduate,Yes,Salaried,68947,8630,637,120,240,0,Rural,Approved
33,Male,No,1,Graduate,No,Salaried,68915,0,665,194,240,0,Rural,Approved
57,Male,Yes,2,Graduate,No,Salaried,103543,0,668,94,240,0,Rural,Approved
50,Male,Yes,0,Not Graduate,No,Self-Employed,46292,11133,821,168,180,0,Semiurban,Approved
53,Male,Yes,3,Graduate,No,Salaried,29535,0,661,114,240,3,Semiurban,Rejected
56,Female,No,0,Not Graduate,No,Salaried,35173,0,525,182,180,0,Urban,Rejected
25,Male,No,0,Graduate,No,Business,34307,0,688,91,240,0,Semiurban,Approved
32,Female,No,2,Not Graduate,No,Self-Employed,29616,0,837,155,180,3,Rural,Approved
23,Male,Yes,2,Not Graduate,No,Salaried,43979,19346,665,143,360,1,Urban,Rejected
21,Female,Yes,0,Graduate,Yes,Salaried,45015,22738,641,265,180,0,Urban,Approved
53,Male,Yes,0,Not Graduate,No,Salaried,20194,0,653,178,240,2,Rural,Rejected
57,Male,Yes,0,Graduate,No,Salaried,62573,0,733,153,180,2,Urban,Rejected
27,Male,Yes,2,Graduate,No,Business,14496,0,652,64,360,1,Semiurban,Approved
49,Male,No,2,Graduate,No,Salaried,32492,0,544,103,60,1,Urban,Approved
41,Male,Yes,0,Graduate,No,Salaried,64515,16338,620,90,180,1,Urban,Rejected
23,Female,Yes,0,Graduate,No,Salaried,49202,0,674,89,120,3,Urban,Rejected
56,Male,No,1,Graduate,No,Salaried,30379,3436,728,135,360,0,Semiurban,Approved
54,Male,No,1,Graduate,Yes,Salaried,97189,0,628,151,240,2,Rural,Approved
43,Male,Yes,0,Graduate,No,Salaried,29143,0,653,154,240,0,Rural,Approved
48,Male,No,1,Graduate,No,Salaried,13347,0,684,252,180,1,Urban,Approved
36,Male,Yes,3,Graduate,No,Business,45541,0,610,171,240,3,Urban,Rejected
51,Male,Yes,0,Graduate,No,Self-Employed,14924,0,672,73,180,0,Rural,Rejected
38,Female,No,1,Not Graduate,No,Business,23963,8055,722,149,120,0,Urban,Rejected
59,Female,No,1,Not Graduate,No,Business,49582,10675,573,180,240,1,Urban,Rejected
23,Male,Yes,0,Not Graduate,No,Business,28842,16575,708,252,180,1,Semiurban,Approved
27,Male,Yes,2,Graduate,No,Business,48548,29337,582,124,120,1,Rural,Rejected
58,Male,Yes,1,Graduate,No,Salaried,20352,11794,584,125,240,3,Urban,Rejected
32,Male,Yes,0,Not Graduate,No,Salaried,55784,15911,620,230,60,0,Urban,Rejected
33,Male,No,0,Graduate,No,Salaried,15592,0,803,147,240,1,Rural,Approved
51,Female,Yes,1,Graduate,No,Self-Employed,70215,16560,526,60,180,1,Rural,Rejected
28,Male,Yes,0,Graduate,No,Self-Employed,28633,0,638,54,180,0,Semiurban,Approved
41,Male,Yes,0,Graduate,No,Salaried,78087,0,678,337,120,0,Semiurban,Approved
32,Female,Yes,0,Graduate,No,Self-Employed,23855,13168,785,57,240,1,Rural,Approved
28,Male,Yes,1,Graduate,No,Self-Employed,95071,16000,855,124,240,1,Semiurban,Approved
58,Female,Yes,3,Graduate,No,Self-Employed,22498,10093,642,209,240,1,Rural,Rejected
28,Male,Yes,1,Graduate,Yes,Salaried,14810,8985,729,56,180,0,Semiurban,Approved
24,Male,Yes,2,Graduate,No,Salaried,37107,0,671,78,180,1,Urban,Rejected
47,Female,No,0,Graduate,No,Salaried,67305,0,671,72,180,0,Rural,Approved
54,Female,No,0,Graduate,No,Salaried,53927,5570,705,330,120,0,Semiurban,Approved
25,Female,Yes,3,Graduate,No,Self-Employed,64957,23139,537,368,60,1,Urban,Rejected
48,Male,Yes,0,Graduate,No,Salaried,54462,27320,676,93,180,1,Semiurban,Approved
42,Female,Yes,2,Graduate,No,Salaried,24098,7887,721,179,240,2,Rural,Rejected
53,Male,Yes,0,Graduate,No,Salaried,53274,0,603,157,120,0,Urban,Approved
25,Male,Yes,0,Graduate,No,Salaried,38041,0,721,117,240,1,Rural,Approved
59,Male,No,1,Not Graduate,No,Salaried,25467,0,524,60,180,2,Urban,Rejected
45,Male,No,0,Graduate,Yes,Business,39723,0,688,426,180,0,Semiurban,Rejected
53,Male,Yes,0,Graduate,No,Salaried,35307,0,801,54,60,1,Rural,Rejected
35,Male,No,0,Not Graduate,No,Business,73718,6798,660,149,180,2,Rural,Rejected
57,Female,Yes,0,Graduate,No,Salaried,28073,0,592,97,180,0,Rural,Approved
45,Female,Yes,0,Graduate,Yes,Salaried,27424,0,552,222,120,1,Semiurban,Rejected
25,Female,Yes,2,Graduate,Yes,Business,25609,34420,715,205,240,1,Semiurban,Approved
56,Male,Yes,0,Graduate,No,Self-Employed,93753,0,764,82,360,0,Semiurban,Approved
52,Female,No,2,Graduate,No,Self-Employed,26335,0,675,90,120,2,Urban,Rejected
32,Male,Yes,1,Graduate,No,Self-Employed,69454,10519,638,62,120,0,Semiurban,Rejected
42,Male,No,0,Graduate,No,Salaried,21683,0,506,148,180,0,Semiurban,Rejected
36,Female,Yes,0,Graduate,No,Self-Employed,46785,15958,691,192,360,0,Semiurban,Approved
42,Male,No,3,Graduate,No,Salaried,41409,51040,618,108,360,2,Semiurban,Rejected
58,Male,Yes,1,Graduate,Yes,Self-Employed,67284,21342,623,119,360,0,Urban,Approved
56,Male,Yes,3,Not Graduate,No,Business,62579,0,825,349,180,1,Urban,Approved
29,Male,Yes,0,Graduate,No,Business,37833,0,518,214,360,0,Urban,Rejected
58,Female,No,1,Graduate,Yes,Self-Employed,27763,0,530,263,180,0,Semiurban,Approved
38,Male,Yes,2,Graduate,No,Self-Employed,81837,0,701,44,60,1,Urban,Rejected
48,Male,Yes,3,Graduate,No,Salaried,26411,51789,645,177,240,0,Rural,Approved
50,Male,No,0,Graduate,No,Salaried,11686,0,633,152,180,0,Urban,Rejected
39,Male,Yes,3,Graduate,Yes,Business,14339,14680,705,72,240,0,Rural,Approved
38,Female,Yes,0,Graduate,No,Self-Employed,16195,0,703,80,180,0,Urban,Approved
38,Female,Yes,2,Not Graduate,Yes,Salaried,48915,0,592,120,240,0,Rural,Rejected
54,Female,Yes,0,Not Graduate,No,Self-Employed,109890,34274,627,69,120,1,Semiurban,Rejected
36,Female,Yes,1,Not Graduate,No,Salaried,13095,0,684,90,120,0,Rural,Approved
31,Male,Yes,0,Graduate,No,Self-Employed,24556,15479,695,107,240,0,Rural,Approved
35,Female,Yes,2,Graduate,No,Self-Employed,37969,0,723,179,180,0,Semiurban,Approved
28,Male,Yes,0,Graduate,Yes,Salaried,78649,0,628,94,120,2,Urban,Rejected
36,Male,Yes,0,Not Graduate,No,Salaried,24490,0,711,107,180,1,Semiurban,Approved
25,Male,No,1,Graduate,No,Self-Employed,48796,0,766,224,240,2,Urban,Approved
24,Male,Yes,1,Graduate,No,Salaried,32047,24850,684,56,360,1,Rural,Approved
49,Female,Yes,0,Not Graduate,No,Business,133730,0,671,150,240,2,Rural,Rejected
24,Male,Yes,1,Graduate,No,Salaried,39037,0,659,163,240,0,Urban,Rejected
43,Female,No,0,Graduate,No,Salaried,43384,0,624,165,240,1,Semiurban,Approved
51,Male,Yes,1,Graduate,No,Salaried,37878,0,596,105,120,0,Urban,Rejected
